OID_,TreID_1,DATEPLANTE,nw_ddrs,GGC_PUB,REPLACE,COMMENT,Cultivar,GGC_SEA,GGC_YEA,CITY_GG,Family,Genus,Deciduous,Broadleaf,Species,Native_Sta,DBH_dcr,Hght_dc,ADDRESS,OWNERAD,RD_NUM,RD_NUMB,RD_NAME,RD_SUFF,dt_strn,BSp_17,Cmmnt_1,DBH1_17,DBH2_17,Hght_17,LUse_17,M_17,StTp_17,V_17,Wth_17,CommonName,NewTrID,Rnd_Smp,H17_Smp,DBH2H_17,DBH1H_17,HERO2017,StTp_24,LUse_24,Bsp_24,V_24,Con_24,Com_24,Crew_24,DBH1_24,DBH1H_24,DBH2_24,DBH2H_24,Hgt_24,Wth_24,D_24,M_24,CreationDate,Creator,EditDate,Editor,X,Y
934, ,6/19/2018,CRESCENT AVENUE,PUBLIC, ,Street tree,Amelanchier arborea,SPRING,2018,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier arborea,Native,0, , ,39 Crescent ave,0, ,CRESCENT,AVENUE,62018, , ,0,0,0, , , ,0,0,Downy Serviceberry,1791,1,0,0,0,1,SC,MFR,No,1,Poor, , JA AEC QCM ,2,54,0,0,11,4,6/25/2024 15:31,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238687.0788,905090.5209
935, ,6/27/2018,WASHINGTON AVENUE,PUBLIC, ,Street tree,Crataegus viridis 'Winter King',SPRING,2018,CHELSEA,Rosaceae,Crataegus,Deciduous,Broadleaf,Crataegus viridis,Non Native,0, , ,292 Washington ave,0, ,WASHINGTON,AVENUE,62018, , ,0,0,0, , , ,0,0,Green Hawthorn,1796,1,0,0,0,1,FY,MFR, , , , , AN KC,0,0,0,0,0,0,6/27/2024 18:52,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238271.5483,905805.3505
937, ,5/24/2018,119 COTTAGE STREET,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',SPRING,2018,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , , ,119,119,COTTAGE,STREET,52018, , ,0,0,0, , , ,0,0,Hybrid Oak,1820,1,0,0,0,1,SY,MFR, , , , , EGB TH ML,0,0,0,0,0,0,6/26/2024 14:15,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238885.8068,904519.8246
938, ,5/24/2018,119 COTTAGE STREET,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',SPRING,2018,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , , ,119,119,COTTAGE,STREET,52018, , ,0,0,0, , , ,0,0,Hybrid Oak,1821,1,0,0,0,1,SY,MFR, , , , , TH ML EGB,0,0,0,0,0,0,6/26/2024 14:15,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238886.2357,904522.1374
939, ,5/24/2018,119 COTTAGE STREET,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',SPRING,2018,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , , ,119,119,COTTAGE,STREET,52018, , ,0,0,0, , , ,0,0,Hybrid Oak,1822,1,0,0,0,1,SY,MFR, , , , , ML TH EGB,0,0,0,0,0,0,6/26/2024 14:16,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238886.5554,904524.2297
942, ,5/30/2019,ORANGE STREET,PUBLIC, , ,Quercus bicolor BEACON 'Bonnie and Mike',SPRING,2019,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus bicolor,Nativar,0, , , ,0, ,ORANGE,STREET,52019, , ,0,0,0, , , ,0,0,Swamp White Oak,1839,1,0,0,0,1,SC,MFR,No,1,Good, , AN JHK QCM,3.8,17,0,0,17.5,6.25,6/26/2024 18:20,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238314.3403,905528.342
943, ,6/5/2019,WASHINGTON AVENUE,PUBLIC,YES,Located on Spruce St,Prunus subhirtella 'Autumnalis',SPRING,2019,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus subhirtella,Non Native,0, , ,72 FREEMAN AV,0, ,WASHINGTON,AVENUE,62019, , ,0,0,0, , , ,0,0,Higan Cherry,1840,1,0,0,0,1,SC,MFR, , , , , EGB ML TH,0,0,0,0,0,0,6/27/2024 19:45,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238498.1831,905521.5369
945, ,6/4/2019,CLARK AVENUE,PUBLIC, , ,Cercis canadensis 'Minnesota Strain',SPRING,2019,CHELSEA,Fabaceae,Cercis,Deciduous,Broadleaf,Cercis canadensis,Nativar,0, , ,188 CLARK AVE,0, ,CLARK,AVENUE,62019, , ,0,0,0, , , ,0,0,Eastern Redbud,1848,1,0,0,0,1,SC,MFR,No,1,Good, ,  ACAC,4.5,54,0,0,11,13,6/26/2024 17:51,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,239311.3539,905689.7619
946, ,6/4/2019,LYNN STREET,PUBLIC,YES, ,Malus VELVET PILLAR 'Velvetcole',SPRING,2019,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , , ,0, ,LYNN,STREET,62019, , ,0,0,0, , , ,0,0,Apple,1849,1,0,0,0,1,SC,MFR,Yes,1,Poor, , JRK TH,2.3,44,0,0,11,9,6/25/2024 19:42,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238559.5671,904476.8436
947, ,6/4/2019,LYNN STREET,PUBLIC,NO, ,Syringa reticulata 'Ivory Silk',SPRING,2019,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , , ,0, ,LYNN,STREET,62019, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,1850,1,0,0,0,1,SC,MFR,No,1,Good, , JRK TH,2.7,54,0,0,15,7,6/25/2024 19:40,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238565.451,904491.2892
948, ,5/29/2019,MAVERICK STREET,PUBLIC,YES, ,Ulmus americana 'New Harmony',SPRING,2019,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , , ,0, ,MAVERICK,STREET,52019, , ,0,0,0, , , ,0,0,American Elm,1852,1,0,0,0,1,SC,MFR, , , , , AC QCM TH,0,0,0,0,0,0,6/24/2024 19:55,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238325.1143,904432.0378
949, ,5/29/2019,MAVERICK STREET,PUBLIC,NO, ,Tilia tomentosa GREEN MOUNTAIN 'PNI 6051',SPRING,2019,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia tomentosa,Non Native,0, , , ,0, ,MAVERICK,STREET,52019, , ,0,0,0, , , ,0,0,Silver Linden,1853,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,3.4,54,0,0,16.2,7,6/24/2024 20:05,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238350.7393,904431.0774
950, ,5/29/2019,MAVERICK STREET,PUBLIC,NO, ,Malus 'Spring Snow',SPRING,2019,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , , ,0, ,MAVERICK,STREET,52019, , ,0,0,0, , , ,0,0,Apple,1854,1,0,0,0,1,SC,MFR,No,1,Fair, , AC QCM TH,3.3,54,0,0,13.6,6,6/24/2024 19:53,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238351.5639,904421.6198
951, ,5/29/2019,MAVERICK STREET,PUBLIC,NO, ,Quercus bicolor BEACON 'Bonnie and Mike',SPRING,2019,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus bicolor,Nativar,0, , , ,0, ,MAVERICK,STREET,52019, , ,0,0,0, , , ,0,0,Swamp White Oak,1855,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,2.8,41,0,0,16.7,4.5,6/24/2024 20:06,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238370.8777,904423.7057
952, ,6/7/2019,MAVERICK STREET,PUBLIC,NO, ,Malus VELVET PILLAR 'Velvetcole',SPRING,2019,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , , ,0, ,MAVERICK,STREET,62019, , ,0,0,0, , , ,0,0,Apple,1856,1,0,0,0,1,SC,MFR,No,1,Fair, , AC QCM TH,2.5,42,0,0,10,9,6/24/2024 20:17,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238425.2087,904403.6298
953, ,6/7/2019,MAVERICK STREET,PUBLIC,NO, ,Parrotia persica,SPRING,2019,CHELSEA,Hamamelidaceae,Parrotia,Deciduous,Broadleaf,Parrotia persica,Non Native,0, , , ,0, ,MAVERICK,STREET,62019, , ,0,0,0, , , ,0,0,Persian Ironwood,1857,1,0,0,0,1,SC,MFR, , , , , AC QCM TH,0,0,0,0,0,0,6/24/2024 20:18,Standing Dead,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238454.5308,904393.0078
954, ,5/28/2019,GROVE STREET,PUBLIC,YES, ,Tilia tomentosa GREEN MOUNTAIN 'PNI 6051',SPRING,2019,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia tomentosa,Non Native,0, , , ,0, ,GROVE,STREET,52019, , ,0,0,0, , , ,0,0,Silver Linden,1859,1,0,0,0,1,SC,MFR, , , , , EGB TH ML,0,0,0,0,0,0,6/26/2024 15:07,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238795.0137,904715.9415
955, ,5/28/2019,GROVE STREET,PUBLIC,NO, ,Ulmus americana 'New Harmony',SPRING,2019,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , , ,0, ,GROVE,STREET,52019, , ,0,0,0, , , ,0,0,American Elm,1860,1,0,0,0,1,SC,MFR, , , , , EGB TH ML,0,0,0,0,0,0,6/26/2024 15:06,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238803.5302,904713.4581
957, ,5/28/2019,GROVE STREET,PUBLIC,NO, ,Syringa reticulata 'Ivory Silk',SPRING,2019,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,116 BELLINGHAM ST,0, ,GROVE,STREET,52019, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,1862,1,0,0,0,1,SC,MFR,No,1,Good, , TH ML EGB,2.4,42,0,0,16.2,9,6/26/2024 15:04,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238821.6547,904699.0314
960, ,5/28/2019,GROVE STREET,PUBLIC,YES, ,Ulmus americana 'New Harmony',SPRING,2019,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , , ,0, ,GROVE,STREET,52019, , ,0,0,0, , , ,0,0,American Elm,1865,1,0,0,0,1,SC,MFR, , , , , TH ML EGB,0,0,0,0,0,0,6/26/2024 14:55,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238883.8559,904693.3244
961, ,5/28/2019,GROVE STREET,PUBLIC,YES, ,Quercus bicolor BEACON 'Bonnie and Mike',SPRING,2019,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus bicolor,Nativar,0, , , ,0, ,GROVE,STREET,52019, , ,0,0,0, , , ,0,0,Swamp White Oak,1866,1,0,0,0,1,SC,MFR,No,1,Good, , TH ML EGB,4.2,12,0,0,16.6,8,6/26/2024 14:54,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238901.1074,904688.799
962, ,6/3/2019,SPENCER AVENUE,PUBLIC,YES, ,Syringa reticulata 'Ivory Silk',SPRING,2019,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , , ,0, ,SPENCER,AVENUE,62019, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,1867,1,0,0,0,1,SC,MFR, , , , , EGB ML TH,0,0,0,0,0,0,6/27/2024 18:02,Stump,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238983.1391,905177.5066
963, ,6/4/2019,WASHINGTON AVENUE,PUBLIC,NO, ,Ulmus americana 'New Harmony',SPRING,2019,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , ,196 WASHINGTON AV,0, ,WASHINGTON,AVENUE,62019, , ,0,0,0, , , ,0,0,American Elm,1868,1,0,0,0,1,SC,MFR,No,1,Good, , EGB ML TH,6.8,54,0,0,30.3,19.5,6/27/2024 19:43,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238540.7713,905497.5478
977, ,5/16/2019,59 LIBRARY STREET,PRIVATE, , ,Amelanchier laevis SPRING FLURRY 'JFS-Arb',SPRING,2019,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier laevis,Nativar,0, , , ,59,59,LIBRARY,STREET,52019, , ,0,0,0, , , ,0,0,Allegheny Serviceberry,1915,1,0,0,0,1,SP,MFR,No,1,Good, Could not access tree,  ML TH EG ,0,0,0,0,13.5,0,6/26/2024 17:44,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238695.0397,904850.308
979, ,5/10/2019,23 JEFFERSON AVENUE,PRIVATE, , ,Cercis canadensis,SPRING,2019,CHELSEA,Fabaceae,Cercis,Deciduous,Broadleaf,Cercis canadensis,Native,0, , ,23 JEFFERSON AV,23,23,JEFFERSON,AVENUE,52019, , ,0,0,0, , , ,0,0,Eastern Redbud,1917,1,0,0,0,1,BY,MFR,No,2,Good, , TH AC QCM ,1.7,54,0,0,10.5,12,6/25/2024 18:19,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238413.3837,905935.6498
990, ,6/17/2019,37 WEBSTER AVENUE,PRIVATE,YES, ,Ostrya virginiana,SPRING,2019,CHELSEA,Betulaceae,Ostrya,Deciduous,Broadleaf,Ostrya virginiana,Native,0, , ,37 WEBSTER AV,37,37,WEBSTER,AVENUE,62019, , ,0,0,0, , , ,0,0,American Hophornbeam,1929,1,0,0,0,1,BY,MFR,No,1,Good, ,ACACKS,0.9,10,0,0,6.5,0,6/26/2024 18:49,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,239439.9259,905528.2564
992, ,5/13/2019,42 WILLIAMS STREET,PRIVATE, , ,Ulmus davidiana ACCOLADE 'Morton',SPRING,2019,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus davidiana,Non Native,0, , ,P.O.BOX 190809,42,42,WILLIAMS,STREET,52019, , ,0,0,0, , , ,0,0,David Elm,1937,1,0,0,0,1,OM,MFR,Yes,1,Good, , ACEGBJRK,5.7,54,0,0,19,19.75,6/24/2024 14:47,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,237816.7111,904345.259
995, ,10/25/2019,BROADWAY,PUBLIC,NO, ,Tilia cordata SUMMER SPRITE 'Halka',FALL,2019,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia cordata,Non Native,0, , , ,0, ,BROADWAY, ,102019, , ,0,0,0, , , ,0,0,Littleleaf Linden,1941,1,0,0,0,1,SC,MFR,No,1,Fair, Leaves are shriveled and look unhealthy, ACEGBJRK,4.1,36,0,0,13,11.25,6/24/2024 13:49,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,237632.353,904254.3079
996, ,10/25/2019,BROADWAY,PUBLIC,NO, ,Tilia cordata SUMMER SPRITE 'Halka',FALL,2019,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia cordata,Non Native,0, , , ,0, ,BROADWAY, ,102019, , ,0,0,0, , , ,0,0,Littleleaf Linden,1942,1,0,0,0,1,SC,MFR, , , , ," EGB, AC, JBK",0,0,0,0,0,0,6/24/2024 13:52,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,237656.3588,904267.0897
998, ,10/18/2019,CLARK AVENUE,PUBLIC,YES, ,Ginkgo biloba PRINCETON SENTRY 'PNI 2720',FALL,2019,CHELSEA,Ginkgoaceae,Ginkgo,Deciduous,Broadleaf,Ginkgo biloba,Non Native,0, , , ,0, ,CLARK,AVENUE,102019, , ,0,0,0, , , ,0,0,Ginkgo,1946,1,0,0,0,1,SC,MFR,No,1,Good, , JA AEC QCM ,1.8,54,0,0,12,6,6/25/2024 15:37,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238714.4851,905168.832
1003, ,10/15/2019,HAWTHORN STREET,PUBLIC,YES, ,Prunus virginiana 'Schubert',FALL,2019,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus virginiana,Nativar,0, , , ,0, ,HAWTHORN,STREET,102019, , ,0,0,0, , , ,0,0,Chokecherry,1954,1,0,0,0,1,SC,MFR,Yes,1,Good, , TH ML EGB,2.6,48,0,0,11,12,6/27/2024 14:08,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238322.2896,904683.3507
1004, ,10/22/2019,JOHN STREET,PUBLIC,YES, ,Tilia cordata SUMMER SPRITE 'Halka',FALL,2019,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia cordata,Non Native,0, , , ,0, ,JOHN,STREET,102019, , ,0,0,0, , , ,0,0,Littleleaf Linden,1956,1,0,0,0,1,SC,MFR,No,1,Good, , MLAOCJHK,3.1,42,0,0,10,9.25,6/25/2024 18:59,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238921.5538,905414.6929
1007, ,9/10/2019,MAVERICK STREET,PUBLIC,NO, ,Gleditsia triacanthos var. inermis 'Shademaster',FALL,2019,CHELSEA,Fabaceae,Gleditsia,Deciduous,Broadleaf,Gleditsia triacanthos,Nativar,0, , , ,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Honeylocust,1960,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,4,54,0,0,21.3,22.5,6/24/2024 20:02,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238322.2836,904442.1511
1008, ,9/11/2019,MAVERICK STREET,PUBLIC,YES, ,Quercus palustris,FALL,2019,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus palustris,Native,0, , , ,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Pin Oak,1961,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,5.4,54,0,0,28,15,6/24/2024 19:55,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238325.0318,904432.3079
1009, ,11/1/2019,HIGHLAND STREET,PUBLIC,YES,On side of 115 Chester Ave,Quercus rubra,FALL,2019,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus rubra,Native,0, , , ,0, ,HIGHLAND,STREET,112019, , ,0,0,0, , , ,0,0,Red Oak,1974,1,0,0,0,1,SC,MFR, , , , Replaced, JRK TH,0,0,0,0,0,0,6/25/2024 20:00,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238727.3026,904504.6595
1014, ,10/25/2019,ORANGE STREET,PUBLIC,NO, ,Tilia tomentosa 'Sterling',FALL,2019,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia tomentosa,Non Native,0, , , ,0, ,ORANGE,STREET,102019, , ,0,0,0, , , ,0,0,Silver Linden,1983,1,0,0,0,1,SC,MFR,No,1,Good, , AN JHK QCM,2,54,0,0,13,7.5,6/26/2024 18:49,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238378.3752,905455.5697
1015, ,10/25/2019,ORANGE STREET,PUBLIC,NO, ,Ulmus americana 'Princeton',FALL,2019,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , , ,0, ,ORANGE,STREET,102019, , ,0,0,0, , , ,0,0,American Elm,1984,1,0,0,0,1,SC,MFR,No,1,Good, , AN JHK QCM,4.8,54,0,0,23,18.5,6/26/2024 18:50,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238381.4854,905452.1764
1020, ,10/25/2019,PEMBROKE STREET,PUBLIC,NO, ,Tilia cordata SUMMER SPRITE 'Halka',FALL,2019,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia cordata,Non Native,0, , , ,0, ,PEMBROKE,STREET,102019, , ,0,0,0, , , ,0,0,Littleleaf Linden,1990,1,0,0,0,1,SC,MFR,No,3,Poor,Immense branch and bark damage with rest of tree quite bare , ACEGBJRK,2.4,54,0,0,10,7,6/24/2024 14:35,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,237830.8919,904276.1736
1021, ,9/10/2019,MAVERICK STREET,PUBLIC,YES, ,Syringa reticulata 'Ivory Silk',FALL,2019,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , , ,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,1991,1,0,0,0,1,SC,MFR,No,2,Good, , AC QCM TH,2.6,50,0,0,12.3,6,6/24/2024 19:51,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:58,ANelson_clarku,238402.6489,904402.6559
1022, ,9/10/2019,MAVERICK STREET,PUBLIC,YES, ,Acer campestre,FALL,2019,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer campestre,Non Native,0, , , ,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Field Maple,1992,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,3.8,54,0,0,18.3,9.5,6/24/2024 19:50,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238426.3272,904394.2034
1023, ,9/10/2019,MAVERICK STREET,PUBLIC,YES, ,Acer campestre,FALL,2019,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer campestre,Non Native,0, , , ,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Field Maple,1993,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,4.1,54,0,0,18,13,6/24/2024 19:47,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238447.7958,904385.9589
1024, ,9/10/2019,MAVERICK STREET,PUBLIC,NO, ,Malus GOLDEN RAINDROPS 'Schmidtcutleaf',FALL,2019,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , , ,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Apple,1994,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,2.8,46,0,0,11,10.5,6/24/2024 19:46,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238458.4149,904382.7163
1025, ,9/9/2019,MAVERICK STREET,PUBLIC,NO, ,Acer campestre,FALL,2019,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer campestre,Non Native,0, , , ,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Field Maple,1995,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,3.5,49,0,0,12,11.5,6/24/2024 19:45,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238467.3756,904379.8166
1026, ,10/17/2019,MAVERICK STREET,PUBLIC,NO, ,Prunus virginiana 'Schubert',FALL,2019,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus virginiana,Nativar,0, , , ,0, ,MAVERICK,STREET,102019, , ,0,0,0, , , ,0,0,Chokecherry,1996,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,2.1,42,0,0,10,7.5,6/24/2024 20:19,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238472.6052,904386.1433
1027, ,10/17/2019,MAVERICK STREET,PUBLIC,NO, ,Prunus cerasifera 'Newport',FALL,2019,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus cerasifera,Non Native,0, , , ,0, ,MAVERICK,STREET,102019, , ,0,0,0, , , ,0,0,Cherry Plum,1997,1,0,0,0,1,SC,MFR, , , , , AC QCM TH,0,0,0,0,0,0,6/24/2024 20:29,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238492.2284,904378.7425
1029, ,9/11/2019,MAVERICK STREET,PUBLIC,NO, ,Syringa reticulata 'Ivory Silk',FALL,2019,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,66 MAVERICK ST #2,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,1999,1,0,0,0,1,SC,MFR, , , , , AC QCM TH,0,0,0,0,0,0,6/24/2024 20:31,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238503.1605,904374.8195
1030, ,9/9/2019,MAVERICK STREET,PUBLIC,YES, ,Ulmus americana 'Jefferson',FALL,2019,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , ,66 MAVERICK ST #2,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,American Elm,2000,1,0,0,0,1,SC,MFR,No,1,Good, , AC QCM TH,5.1,54,0,0,25,18,6/24/2024 20:31,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238516.3254,904370.4906
1031, ,9/9/2019,MAVERICK STREET,PUBLIC,NO, ,Acer campestre,FALL,2019,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer campestre,Non Native,0, , , ,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Field Maple,2001,1,0,0,0,1,SC,MFR,Yes,1,Good, , AC QCM TH,3.7,54,0,0,14.5,11,6/24/2024 19:43,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238511.9542,904362.1047
1032, ,9/10/2019,MAVERICK STREET,PUBLIC,YES, ,Ginkgo biloba GOLDEN COLONNADE 'JFS-UGA2',FALL,2019,CHELSEA,Ginkgoaceae,Ginkgo,Deciduous,Broadleaf,Ginkgo biloba,Non Native,0, , , ,0, ,MAVERICK,STREET,92019, , ,0,0,0, , , ,0,0,Ginkgo,2002,1,0,0,0,1,SC,MFR,Yes,1,Good, , AC QCM TH,2.2,54,0,0,12,6.5,6/24/2024 20:32,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:59,ANelson_clarku,238529.2762,904364.9503
